Person ID,Partner ID,Gender,Birth Year,Person of Color,Education Level,City of Residence,MSP TechHire Scholarship,Previous Job Title,Pre-training Wage (hourly),Entered Training Date,Training Status,Exit Training Date,Training Type,Classroom or Online,Exit Status,Job Placement Date,Hiring Company,Hiring Job Title,Wage at Initial Hire (hourly),2nd Job Placement Date,2nd Job Company,2nd Job Title,2nd Hire Wage
P-968,3,Female,1960,No,Some College,Plymouth,Yes,Support,14.12,16/04/2015,Graduated,11/10/2015,IT Fundamentals,Online,Enrolled in Additional Training,14/11/2015,Code 42,Temp Designer,31.84,,,,
P-969,3,Male,2001,No,Some College,Roseville,Yes,Contractor,14.04,18/07/2017,Graduated,13/02/2018,QA,Classroom,Health/Medical,09/12/2018,Osborn 370,Project Manager,28.46,,,,
P-984,3,Other,1978,No,Some College,Brooklyn Center,Yes,Temp,15.66,14/05/2016,Graduated,17/08/2016,IT Fundamentals,Online,Enrolled in Additional Training,07/05/2017,Bright Health,Temp Developer,25.11,,,,
P-989,3,Female,1975,Unreported,Some College,Minneapolis,Yes,Support,13.88,22/10/2017,Graduated,23/02/2018,UX,Classroom,Enrolled in Additional Training,05/05/2018,Bind Benefits,Web Developer,29.27,,,,
P-994,3,Male,1973,No,Bachelors,Robbinsdale,Yes,Associate,11.57,13/06/2015,Graduated,22/10/2015,IT Fundamentals,Classroom,Enrolled in Additional Training,01/11/2015,Branch Messenger,Developer,25.75,,,,
P-1000,3,Male,1962,No,Some College,Robbinsdale,No,Cashier,14.12,10/02/2016,Withdrew,09/05/2016,IT Fundamentals,Online,Entered Employment,08/04/2017,Bind Benefits,Junior Engineer,24.82,,,,
P-1001,3,Male,1986,No,Bachelors,Roseville,Yes,Manager,9.82,03/02/2016,Graduated,02/07/2016,IT Fundamentals,Classroom,Entered Employment,28/10/2016,Upsie,Designer,26.07,06/07/2017,Branch Messenger,Temp Designer,28.37
P-1002,3,Male,1996,No,Associates,St. Paul,No,,,14/02/2017,Graduated,14/10/2017,IT Fundamentals,Classroom,Enrolled in Additional Training,09/01/2018,Apple,Junior Engineer,25.43,,,,
P-1005,3,Other,1989,No,Graduate and Beyond,Eden Prairie,No,Representative,10.87,13/10/2017,Graduated,18/05/2018,UX,Classroom,Entered Employment,,,,,,,,
P-1006,3,Male,1966,No,Some College,Eden Prairie,No,Team Member,13.22,27/04/2015,Graduated,14/01/2016,UX,Online,Entered Employment,15/10/2016,Bind Benefits,Junior Developer,26.16,,,,
P-1008,3,Male,2001,Yes,Bachelors,Minneapolis,No,Associate,15.85,19/12/2015,Graduated,03/05/2016,QA,Online,Entered Employment,07/03/2017,Bright Health,Programmer,25.08,,,,
P-1009,3,Other,1981,Yes,Bachelors,Eden Prairie,Yes,Employee,15.54,11/05/2015,Graduated,13/07/2015,QA,Classroom,Entered Employment,23/03/2016,Merrill Corporation,Developer,29.13,,,,
P-1011,3,Male,1953,No,HS/GED,Roseville,No,Contractor,11.46,31/03/2015,Graduated,21/05/2015,IT Fundamentals,Online,Entered Employment,17/10/2015,Code 42,Designer,31.02,,,,
P-1025,3,Male,1973,Yes,Some College,Robbinsdale,Yes,Representative,15.52,02/06/2016,Graduated,14/03/2017,UX,Classroom,Enrolled in Additional Training,08/06/2017,Foodsby,Web Developer,30.02,,,,
P-1059,3,Male,1963,No,Some College,Brooklyn Center,No,Employee,14.67,17/06/2016,Withdrew,25/10/2016,QA,Classroom,Entered Employment,07/07/2017,Aftercode,Junior Developer,29.55,,,,
P-1065,3,Male,1965,No,Bachelors,Eden Prairie,Yes,Representative,11.60,19/01/2016,Graduated,26/06/2016,UX,Online,Enrolled in Additional Training,16/01/2017,Bright Health,Junior Designer,31.26,,,,
P-1072,3,Unreported,1977,No,Some College,Robbinsdale,No,Supervisor,10.53,23/11/2015,Removed,15/07/2016,QA,Online,Enrolled in Additional Training,13/10/2016,Branch Messenger,Project Manager,27.44,,,,
P-1073,3,Female,1972,No,Associates,Roseville,No,Temp,10.51,14/04/2016,Graduated,16/01/2017,QA,Online,Enrolled in Additional Training,21/03/2017,Nerdery,Temp Designer,25.54,,,,
P-1081,3,Female,1985,No,Associates,Roseville,Yes,Associate,13.84,28/09/2017,Graduated,18/12/2017,IT Fundamentals,Classroom,Institutionalized,25/04/2018,Google,Developer,26.95,,,,
P-1104,3,Male,1956,Unreported,Graduate and Beyond,Edina,No,,,25/12/2016,Graduated,07/05/2017,UX,Classroom,Health/Medical,02/07/2017,Great North Labs,Junior Developer,27.37,,,,
P-1108,3,Male,1955,No,Associates,Minneapolis,Yes,Employee,12.16,14/02/2015,Graduated,11/08/2015,UX,Online,Entered Military,21/10/2015,Foodsby,Developer,26.09,,,,
P-1113,3,Other,1960,No,Some College,Plymouth,Yes,Contractor,11.24,12/08/2017,Graduated,15/04/2018,IT Fundamentals,Classroom,Entered Employment,13/09/2018,Foodsby,Temp Designer,27.08,,,,
P-1117,3,Male,1983,Yes,Some College,Plymouth,No,Cashier,10.10,25/11/2015,Graduated,17/03/2016,QA,Online,Entered Employment,11/05/2016,Bright Health,Junior Designer,28.57,23/12/2016,Aftercode,Junior Designer,31.58
P-1122,3,Male,1988,No,Bachelors,Minneapolis,No,Representative,10.75,05/03/2017,Graduated,10/05/2017,QA,Online,Enrolled in Additional Training,10/05/2018,Google,Temp Designer,25.00,,,,
P-1124,3,Female,1958,Unreported,HS/GED,Eden Prairie,Yes,Support,14.44,22/04/2016,Graduated,01/01/2017,QA,Online,Entered Employment,07/06/2017,Microsoft,Junior Designer,24.10,,,,
P-1126,3,Male,1979,No,Associates,St. Paul,Yes,Employee,13.75,26/04/2015,Graduated,24/01/2016,QA,Online,Entered Employment,21/12/2016,Microsoft,Temp Developer,30.98,,,,
P-1132,3,Male,1977,No,Some College,Roseville,No,Temp,10.91,20/11/2016,Graduated,01/04/2017,UX,Classroom,Entered Employment,05/11/2017,Microsoft,Developer,25.39,,,,
P-1142,3,Female,1981,Unreported,Some College,St. Paul,No,Temp,10.28,30/04/2016,Withdrew,19/01/2017,QA,Online,Entered Employment,05/02/2017,Aftercode,Junior Engineer,24.39,,,,
P-1150,3,Male,1967,Yes,Some College,St. Paul,No,Cashier,15.97,07/03/2016,Graduated,22/10/2016,IT Fundamentals,Online,Entered Employment,18/11/2016,Foodsby,Project Manager,30.01,,,,
P-1151,3,Male,1983,No,HS/GED,St. Paul,No,Contractor,10.69,11/04/2016,Graduated,05/07/2016,QA,Online,Entered Employment,05/07/2017,Branch Messenger,Junior Engineer,31.40,,,,
P-1153,3,Male,1986,No,Some College,Eden Prairie,Yes,Supervisor,15.13,06/01/2015,Graduated,01/07/2015,QA,Online,Enrolled in Additional Training,05/07/2016,Great North Labs,Programmer,30.77,25/03/2017,Nerdery,Project Manager,26.57
P-1154,3,Male,1991,No,Some College,Plymouth,Yes,Employee,13.75,01/03/2017,Graduated,28/06/2017,IT Fundamentals,Classroom,Entered Employment,13/06/2018,Bright Health,Developer,28.74,14/11/2018,Upsie,Project Manager,29.53
P-1156,3,Unreported,1981,Yes,Associates,Edina,No,Contractor,13.05,11/04/2016,Graduated,04/08/2016,UX,Classroom,Entered Employment,25/04/2017,Great North Labs,Temp Designer,30.27,04/05/2017,Google,Developer,25.74
P-1161,3,Other,1973,No,Some College,Robbinsdale,Yes,Temp,11.19,16/05/2017,Graduated,03/11/2017,IT Fundamentals,Classroom,Entered Employment,04/01/2018,Aftercode,Temp Designer,29.62,,,,
P-1172,3,Female,1982,Unreported,Graduate and Beyond,Roseville,No,Cashier,11.07,14/01/2016,Graduated,14/06/2016,IT Fundamentals,Online,Entered Employment,10/08/2016,Bind Benefits,Designer,25.20,,,,
P-1173,3,Male,1950,Unreported,Associates,Minneapolis,No,Supervisor,14.01,26/09/2015,Graduated,21/01/2016,QA,Online,Entered Employment,20/01/2017,Bind Benefits,Junior Developer,30.18,,,,
P-1185,3,Male,1956,No,Some College,Eden Prairie,Yes,Employee,13.67,04/06/2015,Graduated,17/03/2016,IT Fundamentals,Online,Enrolled in Additional Training,20/08/2016,Code 42,Temp Developer,31.77,,,,
P-1187,3,Female,1973,Unreported,Graduate and Beyond,Edina,Yes,Associate,10.32,29/12/2016,Graduated,20/03/2017,QA,Classroom,Health/Medical,08/02/2018,Loup Ventures,Programmer,27.58,,,,
P-1191,3,Male,1952,No,Associates,Robbinsdale,No,Representative,10.80,30/07/2016,Graduated,14/01/2017,IT Fundamentals,Classroom,Enrolled in Additional Training,23/09/2017,Branch Messenger,Project Manager,24.99,01/12/2017,Branch Messenger,Project Manager,26.78
P-1195,3,Male,1991,No,Bachelors,Edina,No,Support,11.06,28/06/2016,Graduated,19/11/2016,QA,Classroom,Entered Employment,20/01/2017,Bind Benefits,Project Manager,29.48,08/06/2017,Loup Ventures,Junior Engineer,27.13
P-1200,3,Male,1961,No,Some College,Edina,Yes,Representative,12.11,02/02/2017,Graduated,07/04/2017,IT Fundamentals,Online,Enrolled in Additional Training,13/07/2017,Bite Squad,Developer,31.64,,,,
P-1201,3,Male,1958,No,Bachelors,Plymouth,No,Team Member,11.78,19/04/2016,Graduated,13/11/2016,UX,Online,Entered Employment,16/08/2017,Foodsby,Developer,24.66,,,,
P-1205,3,Male,1981,No,Bachelors,Brooklyn Center,No,Manager,13.26,14/08/2016,Graduated,12/01/2017,IT Fundamentals,Online,Entered Employment,06/10/2017,Loup Ventures,Junior Developer,26.26,01/11/2018,Branch Messenger,Programmer,26.51
P-1210,3,Female,1955,No,Some College,Edina,Yes,Manager,12.60,26/08/2015,Graduated,15/12/2015,QA,Classroom,Entered Employment,01/03/2016,Nerdery,Junior Engineer,30.54,28/06/2016,Nerdery,Junior Developer,24.37
P-1211,3,Female,1979,No,HS/GED,Roseville,No,Manager,12.20,13/12/2015,Graduated,15/04/2016,UX,Classroom,Enrolled in Additional Training,26/03/2017,Osborn 370,Junior Designer,24.60,10/05/2017,Branch Messenger,Temp Developer,30.46
P-1213,3,Male,1971,No,Some College,St. Paul,Yes,Contractor,11.80,20/12/2016,Graduated,21/04/2017,IT Fundamentals,Classroom,Entered Employment,16/12/2017,Apple,IT Support,30.09,27/01/2018,Merrill Corporation,Developer,30.25
P-1214,3,Female,1958,No,HS/GED,Brooklyn Center,No,Support,15.72,20/07/2015,Graduated,22/02/2016,IT Fundamentals,Online,Entered Employment,07/09/2016,Code 42,Developer,28.43,,,,
P-1218,3,Female,1961,No,Graduate and Beyond,St. Paul,Yes,Manager,10.21,27/12/2015,Graduated,19/09/2016,QA,Online,Institutionalized,02/09/2017,Bright Health,IT Support,30.34,,,,
P-1224,3,Female,1961,Yes,Some College,Plymouth,Yes,Temp,9.74,29/12/2015,Withdrew,18/08/2016,UX,Classroom,Entered Employment,19/06/2017,Merrill Corporation,Programmer,24.70,,,,
P-1230,3,Female,1955,No,HS/GED,Minneapolis,No,Manager,10.62,30/08/2017,Graduated,08/11/2017,UX,Online,Entered Employment,09/07/2018,Code 42,Junior Designer,30.38,24/10/2018,Osborn 370,Developer,25.39
P-1232,3,Female,2001,No,HS/GED,Eden Prairie,No,,,18/10/2015,Withdrew,19/12/2015,UX,Online,Health/Medical,22/01/2016,Microsoft,Web Developer,24.64,,,,
P-1239,3,Male,1951,Unreported,Some College,Brooklyn Center,No,,,08/10/2016,Graduated,22/12/2016,QA,Online,Entered Military,12/09/2017,Code 42,Web Developer,26.06,,,,
P-1246,3,Male,1988,No,Associates,Robbinsdale,No,Representative,11.24,27/02/2016,Graduated,16/10/2016,IT Fundamentals,Classroom,Enrolled in Additional Training,12/04/2017,Aftercode,Developer,28.35,,,,
P-1249,3,Male,1969,No,Associates,St. Paul,Yes,Temp,15.27,22/08/2016,Graduated,15/02/2017,IT Fundamentals,Online,Enrolled in Additional Training,17/09/2017,Upsie,Junior Designer,26.21,,,,
P-1255,3,Other,1957,No,Bachelors,Brooklyn Center,No,Cashier,10.90,11/09/2016,Graduated,05/01/2017,UX,Online,Entered Employment,06/02/2017,Aftercode,Temp Designer,28.67,,,,
P-1267,3,Female,1993,Unreported,Bachelors,Plymouth,Yes,Cashier,11.41,30/07/2017,Graduated,04/10/2017,IT Fundamentals,Online,Entered Employment,24/04/2018,Code 42,Junior Engineer,31.10,,,,
P-1275,3,Male,1959,Unreported,Associates,Robbinsdale,No,Manager,14.81,04/03/2017,Graduated,16/11/2017,QA,Classroom,Entered Employment,15/10/2018,Bite Squad,Web Developer,27.00,,,,
P-1282,3,Other,1990,No,Some College,Brooklyn Center,Yes,Representative,14.36,12/07/2017,Graduated,13/02/2018,UX,Online,Entered Employment,20/05/2018,Loup Ventures,IT Support,28.04,,,,
P-1286,3,Male,1984,No,Some College,Eden Prairie,No,Employee,12.15,05/10/2016,Graduated,18/07/2017,QA,Online,Entered Employment,07/04/2018,Apple,Programmer,29.28,,,,
P-1299,3,Female,1968,No,Some College,Roseville,No,Manager,11.53,19/12/2015,Graduated,13/06/2016,UX,Online,Entered Employment,24/03/2017,Aftercode,Developer,28.15,,,,
P-1300,3,Male,1968,No,Associates,Plymouth,No,,,08/08/2017,Graduated,12/11/2017,IT Fundamentals,Online,Enrolled in Additional Training,09/11/2018,Bind Benefits,Temp Developer,24.70,19/12/2018,Bite Squad,IT Support,28.29
P-1302,3,Male,1952,No,Bachelors,Roseville,Yes,Representative,12.51,28/03/2015,Graduated,05/10/2015,IT Fundamentals,Classroom,Entered Employment,09/03/2016,Microsoft,Temp Developer,30.36,,,,
P-1305,3,Male,1997,Unreported,Some College,Eden Prairie,No,Team Member,10.80,18/05/2015,Graduated,02/08/2015,QA,Classroom,Entered Employment,06/04/2016,Loup Ventures,Designer,26.44,,,,
P-1317,3,Female,1998,Yes,Associates,Edina,No,Representative,12.85,25/09/2017,Removed,15/06/2018,UX,Online,Enrolled in Additional Training,11/11/2018,Great North Labs,Designer,30.66,,,,
P-1331,3,Male,1989,No,Bachelors,Brooklyn Center,No,Temp,12.53,31/12/2017,Graduated,17/05/2018,IT Fundamentals,Classroom,Entered Employment,01/09/2018,Loup Ventures,IT Support,27.62,,,,
P-1333,3,Unreported,2001,No,Bachelors,Eden Prairie,Yes,Contractor,10.62,04/07/2017,Graduated,23/11/2017,UX,Classroom,Entered Employment,17/08/2018,Bite Squad,Web Developer,24.43,,,,
P-1339,3,Other,1976,Unreported,Some College,Roseville,Yes,Cashier,9.63,01/11/2017,Removed,01/08/2018,IT Fundamentals,Classroom,Entered Employment,12/03/2019,Loup Ventures,Junior Designer,31.85,,,,
P-1355,3,Male,1953,No,Bachelors,Roseville,No,Employee,14.55,01/01/2015,Graduated,06/09/2015,UX,Online,Entered Employment,20/09/2016,Aftercode,Junior Engineer,29.18,,,,
P-1369,3,Unreported,1989,No,Bachelors,Minneapolis,Yes,Team Member,11.94,28/07/2016,Graduated,08/03/2017,IT Fundamentals,Classroom,Entered Employment,13/10/2017,Microsoft,Junior Developer,27.00,16/09/2018,Bright Health,Web Developer,29.07
